ts,symbol,rec_type,llm_action,llm_urgency,llm_conf,spot_parsed,old_strike,new_strike,old_exp,new_exp,new_dte,new_delta,close_px,open_px,net_cash_sh,status,board_reason,D_ACTION,D_PROMO,D_SAMEEXP,D_NETDEBIT,n_legs,actions,llm_summary,llm_warnings,spot_at_eval,rth_high,delta_dollars,strike_breached_intraday,b4_close_without_recover,old_leap_px,has_new_leap,sold_leap,closed_short,b4_subtype
2026-06-02T12:32:58+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,,25.0,,2026-06-12,,,,1.56,,,board_rejected,approval timeout,0,0,0,0,2,"roll_leap_close_short,roll_leap_close","confidence] Rule 5 hard rule states: 'If LEAP delta > 0.95, treat as deep ITM equity — close or roll deep.' The CIFR 2027-01-15 C7.00 LEAP is now delta 0.95 with CIFR at $24.01 (+243% above the $7 strike), meaning it behaves almost identically to long stock with minimal optionality benefit and maximum assignment/pin risk on the short leg. The deterministic guard `_promote_to_roll_leap_if_hard_rule","Rule 5 hard rule states: 'If LEAP delta > 0.95, treat as deep ITM equity — close or roll deep.' The CIFR 2027-01-15 C7.00 LEAP is now delta 0.95 with CIFR at $24.01 (+243% above the $7 strike), meaning it behaves almost identically to long stock with minimal optionality benefit and maximum assignmen",24.01,26.6,2.59,1,1,0.0,0,1,1,fully_naked
2026-06-03T12:34:45+00:00,STRC,cover_leap,,,,,,100.0,,2026-06-18,15,0.019,,0.01,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-03T12:34:45+00:00,SMR,roll_short,ROLL_SHORT,elevated,82,13.95,12.0,15.5,2026-06-05,2026-06-12,9,0.365,2.05,0.7,-1.35,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The 2 DTE roll trigger is met per Rule 1. The Terminal-DTE override (Rule 4) defaults to HOLD when the underlying is within ±1.5% of strike, but this short is 16.2% ITM — well beyond the 1.5% ATM zone threshold, satisfying override condition (a). With only $0.10/sh extrinsic remaining ($10 total), there is virtually no theta left to harvest by waiting; the position is essentially carry","The 2 DTE roll trigger is met per Rule 1. The Terminal-DTE override (Rule 4) defaults to HOLD when the underlying is within ±1.5% of strike, but this short is 16.2% ITM — well beyond the 1.5% ATM zone threshold, satisfying override condition (a). With only $0.10/sh extrinsic remaining ($10 total), t",,,,,0,,0,0,1,
2026-06-03T12:34:48+00:00,BLSH,roll_short,HOLD,routine,93,30.54,33.0,,2026-06-05,,,,0.17,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,0,1,roll_short_call_close,"confidence] The Terminal-DTE Override (Rule 4) governs here: with exactly 2 DTE and spot at $30.54 vs. $33.00 strike, the underlying is 7.9% below strike — well outside the ±1.5% ATM zone that would trigger a hold-override. The short is entirely extrinsic ($0.17/sh) and will decay to $0.00 by Friday expiry if spot stays below $33.17 (the roll-vs-wait breakeven). Rolling now costs $17.00/contract i","The Terminal-DTE Override (Rule 4) governs here: with exactly 2 DTE and spot at $30.54 vs. $33.00 strike, the underlying is 7.9% below strike — well outside the ±1.5% ATM zone that would trigger a hold-override. The short is entirely extrinsic ($0.17/sh) and will decay to $0.00 by Friday expiry if s",,,,,1,,0,0,1,uncovered
2026-06-04T12:33:57+00:00,SMR,roll_short,HOLD,elevated,82,,12.0,14.0,2026-06-05,2026-06-12,8,0.291,0.64,0.41,-0.23,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] With 1 DTE remaining, the short $12.00 call carries $0.37/sh of pure extrinsic premium that will decay to zero if SMR closes at or below $12.64 at expiration. The terminal-DTE override (Rule 4) explicitly defaults to HOLD when the underlying is within ±1.5% of strike and DTE ≤ 2 — the 2.3% ITM breach is minor and sits just above the 1.5% threshold, but the roll-vs-wait breakeven at $12","With 1 DTE remaining, the short $12.00 call carries $0.37/sh of pure extrinsic premium that will decay to zero if SMR closes at or below $12.64 at expiration. The terminal-DTE override (Rule 4) explicitly defaults to HOLD when the underlying is within ±1.5% of strike and DTE ≤ 2 — the 2.3% ITM breac",,,,,0,,0,0,1,
2026-06-05T12:42:41+00:00,STRC,cover_leap,,,,,,95.0,,2026-06-18,13,0.557,,2.13,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-05T12:42:41+00:00,SMR,roll_short,ROLL_SHORT,elevated,91,12.0,12.0,13.0,2026-06-05,2026-06-12,7,0.348,0.31,0.43,0.12,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg is at 0 DTE with the underlying exactly at the $12.00 strike (ATM zone, 0.0% above). Per Rule 4, the terminal-DTE override defaults to HOLD when ≤2 DTE and within ±1.5% of strike — however, the deterministic cycle-continuity release fires when short_leg_mark ≤ $0.15/sh OR the time-release window (within 60 min of close) is active on a 0-DTE position. With $0.31 extrinsic ","The short leg is at 0 DTE with the underlying exactly at the $12.00 strike (ATM zone, 0.0% above). Per Rule 4, the terminal-DTE override defaults to HOLD when ≤2 DTE and within ±1.5% of strike — however, the deterministic cycle-continuity release fires when short_leg_mark ≤ $0.15/sh OR the time-rele",,,,,0,,0,0,1,
2026-06-05T12:42:43+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,,25.0,,2026-06-12,,,,1.97,,,board_rejected,approval timeout,0,0,0,0,2,"roll_leap_close,roll_leap_close_short","confidence] The LEAP delta of 0.97 breaches the hard rule ceiling of 0.95, meaning it is behaving as near-pure equity with minimal optionality value — the deterministic guard (_promote_to_roll_leap_if_hard_rule) mandates promotion to roll_leap regardless of short-leg status. Simultaneously, the short call at $25.00 is ITM by 2.2% (minor breach territory) with 7 DTE and $1.42/sh extrinsic remaining","The LEAP delta of 0.97 breaches the hard rule ceiling of 0.95, meaning it is behaving as near-pure equity with minimal optionality value — the deterministic guard (_promote_to_roll_leap_if_hard_rule) mandates promotion to roll_leap regardless of short-leg status. Simultaneously, the short call at $2",25.55,24.58,-0.97,0,1,0.0,0,1,1,fully_naked
2026-06-05T12:42:44+00:00,OPEN,roll_short,ROLL_SHORT,routine,95,4.95,5.5,5.5,2026-06-05,2026-06-12,7,0.262,0.02,0.11,0.09,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg expires today (0 DTE) with only $0.02/sh extrinsic remaining, which is at or below the cycle-continuity threshold ($0.15/sh), triggering the cycle-continuity release path under Rule 4. The underlying at $4.95 is well below the $5.50 strike (~10% OTM), so there is zero assignment risk and no breach condition. With OPEN in an uptrend regime and VIX at 15.75, the aggressive ","The short leg expires today (0 DTE) with only $0.02/sh extrinsic remaining, which is at or below the cycle-continuity threshold ($0.15/sh), triggering the cycle-continuity release path under Rule 4. The underlying at $4.95 is well below the $5.50 strike (~10% OTM), so there is zero assignment risk a",,,,,0,,0,0,1,
2026-06-10T12:33:01+00:00,STRC,cover_leap,,,,,,100.0,,2026-06-18,8,0.016,,0.01,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-10T12:33:01+00:00,OPEN,roll_short,HOLD,routine,95,4.34,5.5,7.5,2026-06-12,2026-06-18,8,0.025,0.01,0.01,0.0,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The Terminal-DTE Theta Window rule applies directly: spot ($4.34) is 26.96% below the $5.50 strike, far outside the ±1.5% ATM zone, so there is zero assignment risk and zero breach concern. The short mark is $0.01/sh with $0.00 intrinsic; closing now costs $2.00 total vs. $0.00 at expiry — waiting saves the full $2.00 in theta. Roll-vs-wait breakeven requires stock to reach $5.51 (+26.","The Terminal-DTE Theta Window rule applies directly: spot ($4.34) is 26.96% below the $5.50 strike, far outside the ±1.5% ATM zone, so there is zero assignment risk and zero breach concern. The short mark is $0.01/sh with $0.00 intrinsic; closing now costs $2.00 total vs. $0.00 at expiry — waiting s",,,,,0,,0,0,1,
2026-06-11T12:33:15+00:00,RIOT,roll_short,ROLL_SHORT,routine,97,24.08,29.0,24.0,2026-06-12,2026-06-18,7,0.539,0.01,1.4,1.39,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With 1 DTE and the short strike $29 sitting 20.5% above spot ($24.08), this call has essentially zero intrinsic and negligible extrinsic ($0.01/sh mark). The Terminal-DTE override does NOT apply here because the underlying is not within ±1.5% of the strike — it is deeply OTM. The roll trigger fires on ≤2 DTE per Rule 1. In an uptrend regime, the new short should target delta 0.30-0.45 ","With 1 DTE and the short strike $29 sitting 20.5% above spot ($24.08), this call has essentially zero intrinsic and negligible extrinsic ($0.01/sh mark). The Terminal-DTE override does NOT apply here because the underlying is not within ±1.5% of the strike — it is deeply OTM. The roll trigger fires ",,,,,0,,0,0,1,
2026-06-12T12:36:12+00:00,RIOT,roll_short,ROLL_SHORT,routine,97,26.14,29.0,27.0,2026-06-12,2026-06-18,6,0.422,0.01,0.94,0.93,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg is at 0 DTE with only $0.01/sh mark ($0.01 extrinsic), which is at or below the cycle-continuity threshold ($0.15/sh). The terminal-DTE time-release override fires: with effectively zero extrinsic remaining, there is no theta left to harvest by waiting, and rolling now captures a full new weekly premium cycle. Spot at $26.14 is 9.9% below the $29 strike, so there is no br","The short leg is at 0 DTE with only $0.01/sh mark ($0.01 extrinsic), which is at or below the cycle-continuity threshold ($0.15/sh). The terminal-DTE time-release override fires: with effectively zero extrinsic remaining, there is no theta left to harvest by waiting, and rolling now captures a full ",,,,,0,,0,0,1,
2026-06-15T12:36:01+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,24.5,25.5,,2026-06-18,,,,0.97,,,board_rejected,approval timeout,0,0,0,0,1,roll_leap_close_short,"confidence] The CIFR 2027-01-15 C7.00 LEAP has a delta of 0.97, breaching the hard rule ceiling of 0.95 — at this level it behaves as deep ITM equity, not a leveraged synthetic, and loses the convexity benefit that justifies the PMCC structure. The deterministic guard (_promote_to_roll_leap_if_hard_rule) mandates promotion to roll_leap regardless of short-leg status. The short call at $25.50 with ","The CIFR 2027-01-15 C7.00 LEAP has a delta of 0.97, breaching the hard rule ceiling of 0.95 — at this level it behaves as deep ITM equity, not a leveraged synthetic, and loses the convexity benefit that justifies the PMCC structure. The deterministic guard (_promote_to_roll_leap_if_hard_rule) mandat",24.5,26.89,2.39,1,1,,0,0,1,uncovered
2026-06-16T12:39:12+00:00,STRC,cover_leap,,,,,,100.0,,2026-06-18,2,0.014,,0.01,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-16T12:39:12+00:00,TSLA,roll_short,HOLD,routine,88,411.15,437.5,,2026-06-18,,,,1.08,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Rule 7 (Terminal-DTE Override) governs: with exactly 2 DTE and the underlying at $411.15 vs. short strike $437.50, the stock is 6.4% BELOW the strike — well outside the ±1.5% ATM zone and firmly OTM. There is zero intrinsic value; the entire $1.08 mark is extrinsic theta that decays to $0 by expiration if the stock stays below $437.50. The roll-vs-wait breakeven requires a +6.67% move ","Rule 7 (Terminal-DTE Override) governs: with exactly 2 DTE and the underlying at $411.15 vs. short strike $437.50, the stock is 6.4% BELOW the strike — well outside the ±1.5% ATM zone and firmly OTM. There is zero intrinsic value; the entire $1.08 mark is extrinsic theta that decays to $0 by expirat",,,,,1,,0,0,1,uncovered
2026-06-16T12:39:20+00:00,OPEN,roll_short,HOLD,routine,92,4.61,5.0,5.0,2026-06-18,2026-06-26,10,0.335,0.06,0.15,0.09,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With spot at $4.61 and the short strike at $5.00, the underlying is 8.4% below strike — well outside the ±1.5% ATM zone that would trigger a hold override. The short has zero intrinsic value and only $0.06/sh of extrinsic remaining. Closing now costs $12.00 total versus $0.00 at expiry if spot stays below $5.06 (the roll-vs-wait breakeven requires a +9.76% move in 2 days, which is impl",,,,,,0,,0,0,1,
2026-06-16T12:39:24+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,elevated,82,,96.0,105.0,2026-07-10,2026-06-26,10,0.299,7.53,1.99,-5.54,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The short $96 call is ITM by ~$2.12 (2.2% above strike), placing this squarely in the Minor Breach zone (0-3%). With 24 DTE remaining and $5.41/sh of extrinsic still in the short, there is meaningful time value working against us if HOOD continues to drift higher. The chop regime calls for a defensive delta of 0.10-0.20 on new shorts, but the minor breach roll-up rule overrides to 0.25","The short $96 call is ITM by ~$2.12 (2.2% above strike), placing this squarely in the Minor Breach zone (0-3%). With 24 DTE remaining and $5.41/sh of extrinsic still in the short, there is meaningful time value working against us if HOOD continues to drift higher. The chop regime calls for a defensi",,,,,0,,0,0,1,
2026-06-16T12:39:32+00:00,IREN,roll_short,HOLD,routine,92,60.85,68.0,70.0,2026-06-18,2026-06-26,10,0.246,0.57,1.46,0.89,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With 2 DTE and spot at $60.85, the short $68 strike is 11.1% OTM — well outside the ±1.5% ATM zone that would trigger a roll concern. The short leg is 100% extrinsic ($0.57/sh) with zero intrinsic, and the roll-vs-wait breakeven requires the stock to reach $68.57 (+12.69%) by Friday — an implausible move given chop regime and VIX at 16.09. Closing now costs $57/contract in theta that w",,,,,,0,,0,0,1,
2026-06-17T12:35:20+00:00,STRC,cover_leap,,,,,,100.0,,2026-06-18,1,0.009,,0.01,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-18T12:32:25+00:00,STRC,cover_leap,,,,,,95.0,,2026-07-17,29,0.284,,1.5,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-18T12:32:25+00:00,OPEN,roll_short,ROLL_SHORT,urgent,95,4.45,5.0,4.5,2026-06-18,2026-06-26,8,0.497,0.02,0.21,0.19,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg is at 0 DTE with mark of $0.02/sh ($0.00 intrinsic + $0.02 extrinsic), which is at or below the cycle-continuity extrinsic threshold of $0.15/sh, triggering a forced roll_short per the cycle-continuity release path regardless of time. The underlying at $4.45 is 11% below the $5.00 strike, so there is zero assignment risk and no breach condition. In an uptrend regime, the ","The short leg is at 0 DTE with mark of $0.02/sh ($0.00 intrinsic + $0.02 extrinsic), which is at or below the cycle-continuity extrinsic threshold of $0.15/sh, triggering a forced roll_short per the cycle-continuity release path regardless of time. The underlying at $4.45 is 11% below the $5.00 stri",,,,,0,,0,0,1,
2026-06-18T12:32:26+00:00,TSLA,roll_short,ROLL_SHORT,elevated,95,,437.5,,2026-06-18,,,,0.04,,,board_rejected,approval timeout,0,0,0,0,1,roll_short_call_close,"confidence] The short leg expires today (0 DTE) with only $0.04/sh of extrinsic remaining and zero intrinsic value — the theta window is fully collapsed. Rule 7's TERMINAL-DTE OVERRIDE defaults to HOLD only when ≤2 DTE AND within ±1.5% of strike; TSLA at $396.38 is approximately 9.4% below the $437.50 strike, so the short is deeply OTM and the override hold condition does not apply. The cycle-cont","The short leg expires today (0 DTE) with only $0.04/sh of extrinsic remaining and zero intrinsic value — the theta window is fully collapsed. Rule 7's TERMINAL-DTE OVERRIDE defaults to HOLD only when ≤2 DTE AND within ±1.5% of strike; TSLA at $396.38 is approximately 9.4% below the $437.50 strike, s",,,,,1,,0,0,1,uncovered
2026-06-18T12:32:32+00:00,IREN,roll_short,ROLL_SHORT,routine,97,58.11,68.0,62.0,2026-06-18,2026-06-26,8,0.376,0.03,2.23,2.2,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg expires today (0 DTE) with only $0.03/sh extrinsic remaining, which is at or below the $0.15 cycle-continuity threshold that triggers a forced roll regardless of time. The underlying at $58.11 is 14.5% below the $68.00 strike, so there is zero assignment risk and no breach condition. LEAP delta is 0.87, which is within the acceptable range (below 0.95 hard rule) and DTE i",,,,,,0,,0,0,1,
2026-06-18T12:32:38+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,,27.5,36.0,2026-06-26,2026-06-26,8,0.009,1.25,0.01,-1.24,board_rejected,approval timeout,0,0,1,1,4,"roll_leap_close_short,roll_leap_close,roll_leap_open,roll_leap_open_short","confidence] Rule 5 hard rule states: if LEAP delta > 0.95, treat as deep ITM equity and close or roll deep. The CIFR 2027-01-15 C7.00 is now delta 0.95 with CIFR at $26.35 vs $7.00 strike (276% ITM), meaning it behaves almost identically to 200 shares of stock with minimal optionality premium — the vega and extrinsic leverage that justify holding a LEAP over stock have largely evaporated. Rule 6 a","Rule 5 hard rule states: if LEAP delta > 0.95, treat as deep ITM equity and close or roll deep. The CIFR 2027-01-15 C7.00 is now delta 0.95 with CIFR at $26.35 vs $7.00 strike (276% ITM), meaning it behaves almost identically to 200 shares of stock with minimal optionality premium — the vega and ext",26.35,30.01,3.66,1,0,0.0,1,1,1,
2026-06-18T12:32:42+00:00,SMR,roll_short,ROLL_SHORT,routine,95,10.34,12.0,20.0,2026-06-18,2026-06-26,8,0.011,0.02,0.01,-0.01,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The short call expires today (0 DTE) with only $0.02/sh extrinsic remaining, which is at or below the cycle-continuity threshold ($0.15/sh), triggering the deterministic roll_short override per Rule 4. The underlying at $10.34 is 13.9% below the $12.00 strike — no breach risk whatsoever. The LEAP (delta 0.78, 582 DTE) is healthy and well within the 0.55–0.80 acceptable delta range with","⚠️ SMR is a high-beta momentum name — an unexpected catalyst (NRC news, earnings, sector rotation) could gap the stock toward the new short strike within the 7-DTE window; monitor daily. | LEAP cost basis is $7.82/sh vs current intrinsic of $0.34/sh — the position carries significant unrealized loss",,,,,0,,0,0,1,
2026-06-18T12:32:44+00:00,RIOT,roll_short,ROLL_SHORT,routine,97,,31.0,28.0,2026-06-18,2026-06-26,8,0.469,0.04,1.21,1.17,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short $31.00 call expires today (0 DTE) with only $0.04/sh ($20/contract) of extrinsic left and zero intrinsic — it will expire worthless with stock at $27.43, which is 11.5% below the strike. The Terminal-DTE override's cycle-continuity path fires: short_leg_mark ($0.04) is at or below the $0.15/sh threshold, forcing roll_short regardless of time. The LEAP (2028-01-21 C15, delta 0","The short $31.00 call expires today (0 DTE) with only $0.04/sh ($20/contract) of extrinsic left and zero intrinsic — it will expire worthless with stock at $27.43, which is 11.5% below the strike. The Terminal-DTE override's cycle-continuity path fires: short_leg_mark ($0.04) is at or below the $0.1",,,,,0,,0,0,1,
2026-06-18T12:32:46+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,urgent,92,105.2,96.0,115.0,2026-07-10,2026-07-02,14,0.3,12.75,2.74,-10.01,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] At $105.20 spot vs $96.00 strike, the short is 9.6% ITM — firmly in Runaway breach territory (8%+). However, the LEAP delta is 0.88, which is above the 0.80 acceptable ceiling and approaching the 0.95 hard-rule threshold, meaning the LEAP is behaving more like deep ITM equity and the spread is compressing. The short carries $3.55/sh of extrinsic remaining across 22 DTE, but the combine","⚠️ LEAP delta 0.88 exceeds the 0.80 acceptable ceiling — if it drifts to 0.95 the hard rule forces a roll_leap; monitor closely and consider rolling LEAP down to a higher strike to reduce delta back into 0.55-0.80 range. | LEAP DTE is 211, below the 270-DTE threshold required to hold naked after a R",,,,,0,,0,0,1,
2026-06-19T12:33:42+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,91,,27.5,,2026-06-26,,,,2.63,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,2,"roll_leap_close,roll_leap_close_short","confidence] At 6.1% above the $27.50 strike, this qualifies as a Major breach (3-8% band), triggering the 21-DTE / delta 0.30-0.40 roll-up-and-out rule that MUST be executed for a net credit. The short carries $1.68 intrinsic and only $0.95 extrinsic, meaning theta decay alone will not rescue this position — the intrinsic component will track the underlying dollar-for-dollar if CIFR continues high","At 6.1% above the $27.50 strike, this qualifies as a Major breach (3-8% band), triggering the 21-DTE / delta 0.30-0.40 roll-up-and-out rule that MUST be executed for a net credit. The short carries $1.68 intrinsic and only $0.95 extrinsic, meaning theta decay alone will not rescue this position — th",29.18,,,,1,0.0,0,1,1,fully_naked
2026-06-19T12:33:46+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,urgent,91,108.15,96.0,110.0,2026-07-10,2026-07-10,21,0.496,14.68,6.23,-8.45,board_rejected,approval timeout,0,0,1,1,2,"roll_short_call_close,roll_short_call_open","confidence] At $108.15 spot vs $96.00 strike, the short is 12.7% ITM — firmly in the Major breach band (3-8% would be minor; 8%+ is the upper threshold of Major, borderline Runaway). The short carries $12.15/sh of intrinsic value and only $2.53/sh extrinsic, meaning theta decay is minimal and assignment risk is real with 21 DTE remaining. The LEAP (delta 0.89, 210 DTE) is healthy and well above th","⚠️ Breach is at the Major/Runaway boundary (12.7%); if spot accelerates above ~$116+ before the roll executes, re-evaluate closing the short and holding the LEAP naked (LEAP DTE 210 > 270 threshold NOT met — close full PMCC if Runaway confirmed). | Roll MUST be executed for a net credit per Major br",,,,,0,,0,0,1,
2026-06-22T12:33:44+00:00,TSLA,roll_short,HOLD,routine,91,400.49,410.0,,2026-06-22,,,,1.41,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,0,1,roll_short_call_close,"confidence] Terminal-DTE Override (Rule 7) governs: with 0 DTE and the underlying at $400.49 vs. short strike $410.00, the stock is 2.4% BELOW the strike — well outside the breach threshold of +1.5% above strike. The short is entirely extrinsic ($1.41/sh) and will decay to zero by expiration, delivering a $141 gain on the contract vs. the $86 original credit. Rolling now would forfeit that free th","Terminal-DTE Override (Rule 7) governs: with 0 DTE and the underlying at $400.49 vs. short strike $410.00, the stock is 2.4% BELOW the strike — well outside the breach threshold of +1.5% above strike. The short is entirely extrinsic ($1.41/sh) and will decay to zero by expiration, delivering a $141 ",,,,,1,,0,0,1,uncovered
2026-06-22T12:33:50+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,88,,27.5,29.0,2026-06-26,2026-07-10,18,0.564,2.63,3.15,0.52,board_rejected,approval timeout,0,0,0,0,3,"roll_leap_close,roll_leap_close_short,roll_leap_open_short","confidence] At 6.1% above the $27.50 strike, this qualifies as a Major Breach (3-8% band), requiring a roll up-and-out to 21 DTE targeting delta 0.30-0.40 and MUST be executed for a net credit. The short carries $0.95/sh of extrinsic but the position has captured 0% profit and the mark is $2.63 vs. $1.40 original credit — the short leg is deeply underwater. The LEAP (delta 0.98) will be flagged by","At 6.1% above the $27.50 strike, this qualifies as a Major Breach (3-8% band), requiring a roll up-and-out to 21 DTE targeting delta 0.30-0.40 and MUST be executed for a net credit. The short carries $0.95/sh of extrinsic but the position has captured 0% profit and the mark is $2.63 vs. $1.40 origin",29.18,30.14,0.96,1,0,0.0,0,1,1,
2026-06-22T12:33:53+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,urgent,91,108.15,96.0,110.0,2026-07-10,2026-07-10,18,0.495,14.68,6.23,-8.45,board_rejected,approval timeout,0,0,1,1,2,"roll_short_call_close,roll_short_call_open","confidence] At $108.15 spot vs $96.00 strike, the short is 12.7% ITM — firmly in the Major breach band (3-8% would be minor; this exceeds 8% and technically enters Runaway territory). However, LEAP DTE is 207 (>270 threshold NOT met), so closing the short and holding naked LEAP is disqualified; the correct response is a defensive roll up-and-out. The combined PMCC P/L is negative (LEAP cost $63.60","At $108.15 spot vs $96.00 strike, the short is 12.7% ITM — firmly in the Major breach band (3-8% would be minor; this exceeds 8% and technically enters Runaway territory). However, LEAP DTE is 207 (>270 threshold NOT met), so closing the short and holding naked LEAP is disqualified; the correct resp",,,,,0,,0,0,1,
2026-06-23T12:33:44+00:00,STRC,cover_leap,,,,,,95.0,,2026-07-17,24,0.249,,1.15,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-23T12:33:44+00:00,TSLA,roll_short,HOLD,routine,88,405.05,427.5,,2026-06-24,,,,0.53,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Rule 7 (Terminal-DTE Override) governs: with 1 DTE and the underlying at $405.05 vs. short strike $427.50, the stock is 5.5% BELOW the strike — well outside the ±1.5% ATM zone and firmly OTM. There is zero intrinsic value; the entire $0.53/sh mark is extrinsic premium that decays to zero by expiration. Rolling now would forfeit $53/contract of free theta. The roll-vs-wait breakeven req","Rule 7 (Terminal-DTE Override) governs: with 1 DTE and the underlying at $405.05 vs. short strike $427.50, the stock is 5.5% BELOW the strike — well outside the ±1.5% ATM zone and firmly OTM. There is zero intrinsic value; the entire $0.53/sh mark is extrinsic premium that decays to zero by expirati",,,,,1,,0,0,1,uncovered
2026-06-23T12:33:51+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,elevated,91,105.71,96.0,110.0,2026-07-10,2026-07-10,17,0.428,12.53,4.53,-8.0,board_rejected,approval timeout,0,0,1,1,2,"roll_short_call_close,roll_short_call_open","confidence] At 10.1% above the $96 strike, this qualifies as a Runaway breach (8%+). However, the LEAP has 206 DTE (well above 270 threshold is NOT met — 206 < 270), so closing the short and holding naked is NOT permitted under the Runaway rule; instead we must evaluate closing the full PMCC or rolling. Combined PMCC P/L: LEAP intrinsic is $4,071 vs $6,360 cost (LEAP still underwater by ~$2,289), ",,,,,,0,,0,0,1,
2026-06-23T12:33:55+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,28.14,27.5,27.5,2026-06-26,2026-07-02,9,0.587,1.8,2.45,0.65,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,4,"roll_leap_close_short,roll_leap_close,roll_leap_open,roll_leap_open_short","confidence] The LEAP (CIFR Jan 2027 C7) carries a delta of 0.96, breaching the hard rule threshold of 0.95 that mandates treating it as deep-ITM equity and rolling or closing it. Per Rule 5 and Rule 6, this takes priority over the short-leg breach analysis. The short call at $27.50 is ITM by ~2.3% (minor breach territory), but acting on the short alone while the LEAP is pinned at 0.96 delta would ",,28.14,28.96,0.82,1,0,0.0,1,1,1,
2026-06-25T13:13:46+00:00,MSTR,roll_short,HOLD,routine,95,33.87,128.0,100.0,2026-06-26,2026-07-02,7,0.366,0.01,3.15,3.14,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The Terminal-DTE Override (Rule 7) applies directly: with 1 DTE and the underlying $33.87 (35.99%) below the short strike, the position is massively OTM — not in the ±1.5% ATM zone, but in the opposite direction. The short call has $0.01 extrinsic remaining and zero intrinsic; it will expire worthless tomorrow with near-certainty. Rolling now would cost $3.00 to close (per the terminal","The Terminal-DTE Override (Rule 7) applies directly: with 1 DTE and the underlying $33.87 (35.99%) below the short strike, the position is massively OTM — not in the ±1.5% ATM zone, but in the opposite direction. The short call has $0.01 extrinsic remaining and zero intrinsic; it will expire worthle",,,,,0,,0,0,1,
